idCsfd;sTitle;sType;iYear;iRating;iRuntime;urlPoster;urlCsfd;sCountry;sGenre;sTitle_EN;sStory;sCopyright;sTags;sSeries;sEpisodes;sDirector;sActor;sAuthor;sPlatforms;sNominated;sAwarded;urlDirector1;urlActor1;urlActor2;urlActor3;urlSource
130349;Dětské tváře;m;1925;89,83333333;114;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/163/933/163933826_b5c1b5.jpg;https://www.csfd.cz/film/130349-detske-tvare/;Francie / Švýcarsko;Drama / Mysteriózní / Romantický;Visages d'enfants;Horská vesnice Saint-Luc ve švýcarských Alpách. V domě starosty Pierre Amslera umírá matka dvou dětí, chlapce a dívky. Malá Pierrette ještě zcela nechápe, co se stalo. Desetiletý Jean je však velice citlivý, proto těžce nese, když se otec znovu ožení s vdovou ze sousedství. Jeho odpor k nové matce a zvláště k její dceři Arlette se časem prohlubuje a mění se v nenávist, která Jeana přivádí k hroznému činu. (wero1000);;černobílý film, němý film;;;Jacques Feyder;Suzy Vernon, Rachel Devirys, Arturo Porchet;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
360062;Fargo;s;2014;89,80909569;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/159/484/159484777_195c89.png;https://www.csfd.cz/film/360062-fargo/;USA;Krimi / Drama / Komedie;Fargo;Seriál Fargo, inspirovaný stejnojmenným oscarovým snímkem, adaptoval spisovatel a scénárista Noah Hawley. Děj se točí kolem zbrusu nového “skutečného” zločinu a neotřelých postav. Vše je protkáno typicky černým humorem, vraždami a pověstnou “minnesotskou zdvořilostí,” díky nimž se z filmu stala nadčasová klasika... (HBO Europe);V TV od 15.04.2014 FX Network;černobílý film, láska, rodina, smrt, přátelství, přátelé, vražda, násilí, tajemství, otec, matka, rodiče, policie, strach, manželé, záhady, dcera, touha, syn, útěk, zbraně, vyšetřování, vrah, oběť (autonehody/zločinu), pátrání, pomsta, sourozenci, peníze, manipulace, lež, intriky, sny, drogy, zločin, kolegové, nevěra, zrada, boj o přežití, vášeň, podvod, kamarádi, krev, mrtvola, vztahy, bratři, dům, bolest, detektiv, mezilidské vztahy, kriminalita, smutek, gangsteři, trauma, mafie, nenávist, gang, dilema, tragédie, naděje, nemocnice, krádež, podsvětí (svět zločinu), zloděj, zabijáci, loupež, žárlivost, zranění, agenti, nehoda, nespravedlnost, párty, střelné zbraně, psychopat, šílenství, zoufalství, manželství, krutost, sníh, paranoia, panika, pocit viny, přepadení, chamtivost, vydírání, přestřelka, šikana, střelba, sousedi, rasismus, romance, hádka, předsudky, milenka, bar, nájemný vrah, obchod (prodejní místo), maloměsto, závist, pochyby, svědek, oslava, dluhy, zakázaná láska, bohatství, hospoda, svědectví, spravedlnost, oběť (někomu/něčemu), podezření, milenec, sociopat, bodné zbraně, pokus o vraždu, sečné zbraně, odpuštění, vyhrožování, těžký úraz, vdovec, lítost, noc, výčitky svědomí, nůž, chata, předměstí, obchod (transakční), jezero, revolver, vyjednávání, puška, podezření z vraždy, trest, vloupání, marihuana, úkryt, pohřešování, kancelář, nedorozumění, chalupa, večeře, sekretářka, podnikatel, podezřelý na útěku, podezření z nevěry, úředníci, firemní večírek, utonutí, probační úředník, Minnesota;5.0;51.0;Noah Hawley, Michael Uppendahl, Dana Gonzales;Allison Tolman, Billy Bob Thornton, Martin Freeman, Russell Harvard, Ewan McGregor, Patrick Wilson, Juno Temple, Kirsten Dunst, Colin Hanks, Carrie Coon;;https://www.hbomax.com/cz/en/shows/fargo/24c6d8a1-08f3-4cd6-a7da-3964c09f4f13<br>http://www.hbo.eu<br>https://www.hbomax.com/cz/en/shows/fargo/24c6d8a1-08f3-4cd6-a7da-3964c09f4f13<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Golden Globes (11x)<br>Critics Choice Awards (12x)<br>The Saturn Awards (8x)<br>;Golden Globes (3x)<br>Critics Choice Awards (5x)<br>;;;;;
904305;Everest - najťažšia cesta;m;2020;89,80735552;52.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/165/467/165467132_96ed77.jpg;https://www.csfd.cz/film/904305-everest-najtazsia-cesta/;Slovensko;Dokumentární;Everest, the Hard Way(festivalový název);Dá sa najťažšia cesta na Mount Everest vyliezť alpským štýlom? Jej autor, najznámejší britský horolezec Chris Bonington, sa vyjadril, že je to nemožné. Ale pre štyroch slovenských horolezcov je to výzva. V roku 1988 nastupujú do juhozápadnej steny Mount Everestu, z ktorej niet návratu... (K2 studio);12.03.2021 ASFK;horolezci, Mount Everest;;;Pavol Barabáš;Chris Bonington, Ivan Fiala, Peter Habeler, Peter Hámor, Marek Holeček, Milan Skladaný;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
125342;Muži na křídlech;m;1978;89,80392157;;//static.pmgstatic.com/assets/images/050b5bad23b8eb0b4f88f971b8f6a168/empty-image.svg;https://www.csfd.cz/film/125342-muzi-na-kridlech/;Francie / Západní Německo / Švýcarsko / Belgie;Dobrodružný;Le Temps des as;;;;;;Claude Boissol;Gernot Endemann, Friedrich von Thun, Bernard-Pierre Donnadieu, Michael Hinz, François Leccia, Philippe Brigaud, Gérard Hernandez, Pierre Doris, Félix Marten, Christine Laurent;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
5954;Rain Man;m;1988;89,78665968;133;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/960/162960647_04adbb.jpg;https://www.csfd.cz/film/5954-rain-man/;USA;Drama / Road movie;Rain Man;"Charlie Babbitt (Cruise) právě zjistil, že má autistického bratra Raymonda (Hoffman) a čeká ho fantastická jízda jeho života. Nebo okružní výlet? Všechno začne ve chvíli, kdy Raymond odmítne letět letadlem a tak nezbývá než jet autem. Poprvé totiž horkokrevného Charlieho přivede na pokraj jeho trpělivosti a pak ho kompletně vtáhne do svého egocentrického světa. Nesentimentální cesta však pro oba bratry Babbittovy znamená víc, než jen překonání vzdálenosti mezi dvěma místy. Jde o sblížení dvou nesmírně odlišných lidí v ""hluboce dojímavém a silném filmu"" (Joel Siegel, ABC-TV)!";16.12.1988 United Artists;rodina, strach, cestování, sourozenci, bratři, duševní porucha, dědictví, kasino, autismus, Las Vegas;;;Barry Levinson;Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt, Kim Robillard;;/tvurce/340449-royce-d-applegate/prehled/<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/rain-man/umc.cmc.60tlefmlnwzxo1epq9ropxi1w<br>https://www.youtube.com/watch?v=LzMfMnmt1kw<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/rain-man/umc.cmc.60tlefmlnwzxo1epq9ropxi1w<br>https://www.youtube.com/watch?v=LzMfMnmt1kw<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (4x)<br>British Academy of Film and Television Arts (BAFTA) (3x)<br>César Awards (1x)<br>Amanda Awards (1x)<br>Golden Globes (2x)<br>New York Film Critics Circle Awards (1x)<br>;Academy Awards (4x)<br>Golden Globes (2x)<br>Berlinale (Berlin International Film Festival) (1x)<br>Mezinárodní filmový festival Karlovy Vary (1x)<br>;;;;;
261829;Polojasno;m;2009;89,75720165;6.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/042/872/42872861_2d5a9d.jpg;https://www.csfd.cz/film/261829-polojasno/;USA;Animovaný / Krátkometrážní / Komedie / Rodinný;Partly Cloudy;Každý ví, že děti nosí čápi, ale odkud je berou? Odpověď se nachází ve stratosféře, kde oblační lidé tvoří děti z mraků a oživují je. Gus, osamělý a nestálý šedý oblak, je mistrem ve vytváření „nebezpečných“ dětí. Malí krokodýli, ježury, beránci a další – Gusova milovaná stvoření jsou umělecká díla, ale jeho věrný doručovací čáp Peck si s nimi užije své. Gusova stvoření jsou stále „problémovější“ a Peckova práce je tak stále těžší a těžší. Jak si jen dokáže poradit současně se svým nebezpečným nákladem i se vznětlivou náladou svého přítele? (HBO Europe);Na DVD od 17.10.2012 Magic Box;děti, zvířata, psi, kočky, loajalita, alegorie, nebe, čápi;;;Peter Sohn;Tony Fucile;;http://www.hbo.eu<br>http://www.hbo.eu<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
332018;Few Words;m;2012;89,75369458;59.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/158/978/158978852_862d31.jpg;https://www.csfd.cz/film/332018-few-words/;Francie / Kanada;Dokumentární / Sportovní;Few Words;Few Words je příběh Candida Thovexe, průkopníka moderního lyžování, který se stal jedním z nejúspěšnějších a nejtalentovanějších freestyle lyžařů na světě. Trojnásobný vítěz X-Games, mistr světa ve freeridu (Freeride World Tour) a freeskiing legenda Candide vás vezme na cestu za objevováním nejkrásnějších sněhových regionů. Dva roky cestoval, aby natočil některé z nejvíce vzrušujících sekvencí freeskiingu, a to se mu dokonale podařilo. Tento dokument o jeho pohádkové kariéře vám pomůže objevit nebo znovu nalézt jeden z nejkreativnějších znaků freeskiingového světa. To je Candide Thovex v několika slovech.;;hory, lyžování;;;Matt Pain;Candide Thovex;;https://www.youtube.com/watch?v=cpi2fc5vfNs<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
230271;Znovu u Spejbla a Hurvínka;s;1974;89,75257732;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/052/52738_5ea82d.jpg;https://www.csfd.cz/film/230271-znovu-u-spejbla-a-hurvinka/;Československo;Loutkový / Pohádka / Rodinný / Komedie;;Druhá řada veselých příhod Spejbla a Hurvínka byla poprvé odvysílána v roce 1974. Opět v režii Libuše Koutné, které byl loutkový film vlastní a vždy v něm dosahovala značných úspěchů. V autorství se vystřídalo několik scénáristů, ať už sám Miloš Kirschner, Pavel Grym, Josef Barchánek, Jiří Kubíček a další. Zdá se, že Spejbl, nestárnoucí taťulda, který všechno zná, vynalézavý Hurvínek a milá Mánička stále přitahují pozornost malých a velkých diváků. A tak se znovu rádi podíváme na cvičení oblíbené dvojice, na závod do vrchu, na Spejbla na houbách a na další příhody dnes už slavné dvojice, která už několik desetiletí baví a těší děti i dospělé. (Česká televize);V TV od 03.01.1974 Československá televize;žena režisérka, večerníček, loutky;0.0;13.0;Libuše Koutná;Miloš Kirschner, Helena Štáchová, Miroslav Černý, Bohuslav Šulc, Miroslav Vomela, Radko Haken, Miroslav Homola, René Hájek;;https://www.ceskatelevize.cz/porady/898274-znovu-u-spejbla-a-hurvinka?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://www.ceskatelevize.cz/porady/898274-znovu-u-spejbla-a-hurvinka?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
236687;Úsměvem ke štěstí;m;2007;89,73143097;16.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/160/890/160890279_b08ae3.jpg;https://www.csfd.cz/film/236687-usmevem-ke-stesti/;USA;Krátkometrážní / Komedie / Romantický;Validation;Hugh Newman (T.J. Thyne) pracuje na konci tmavé chodby jednoho parkoviště a potvrzuje zákazníkům parkovací lístky. Obyčejná, nudná práce, že? Ale proč je u něj taková fronta? Hugh se totiž od tisíců podobných zaměstnanců něčím liší. Na každého se usměje a každému řekne něco krásného. Dělá to proto, že miluje lidské úsměvy. Jenže když se jde jednou nechat vyfotit na řidičský průkaz, potká dívku, která všem jeho pokusům o vyvolání úsměvu odolává... (Kryat);;láska, žena;;;Kurt Kuenne;T.J. Thyne, Vicki Davis, Andy Hungerford, Candace Weber, Danielle Kaplowitz, Lira Kellerman, George W. Bush, Saddám Husajn;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
332773;Le Mans '66;m;2019;89,72096698;152;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/163/926/163926894_95bffc.png;https://www.csfd.cz/film/332773-le-mans-66/;USA / Francie;Drama / Životopisný / Sportovní / Akční;Ford v Ferrari;V roce 1959 je Carroll Shelby (Matt Damon) na absolutním vrcholu, vyhrál nejtěžší motoristický závod na světě 24 hodin Le Mans. Po největší triumfu tohoto neohroženého Texasana přijde drtivá rána – lékaři odhalená srdeční vada mu znemožní pokračovat v závodění. Shelby tak začíná novou kariéru jako velmi vynalézavý konstruktér. Spolupracuje s týmem, do nějž patří i vynikající zkušební jezdec a britský šampión Ken Miles (Christian Bale). Miles je nejen špičkovým závodníkem oddaným své rodině, ale je také nesnesitelně arogantní a naprosto neschopný jakéhokoliv kompromisu. A právě tento tým automobilových šílenců si najme Henry Ford II, aby pro jeho automobilku navrhli a postavili dokonalé závodní auto. Ford se totiž rozhodně, že se pomstí Enzo Ferrarimu, za to, že nakonec odmítl domlouvané spojení své automobilky s Ford Motor Company. Vozy stáje Ferrari vítězí na okruhu v Le Mans nepřetržitě od roku 1960 až do roku 1965. Shelby, Miles a jejich malý tým jsou odhodláni tomu učinit s pomocí vozu Ford GT40 rázný konec. Proti nim stojí neporazitelné Ferrari, fyzikální zákony i jejich vlastní osobní démoni. Navzdory překážkám a omezením, které jim do cesty hází i samotný Ford, musí vyvinout revoluční vozidlo, které převálcuje každého konkurenta. Jejich úsilí si ale vybírá nemalou daň – těmto odvážným mužům to ale za vítězství stojí. (CinemArt);15.11.2019 20th Century Fox;muž, rodina, smrt, přátelství, přátelé, 20. století, touha, peníze, manipulace, intriky, sny, podle skutečného příběhu, rivalita, zrada, nemoc, sláva, nenávist, naděje, žárlivost, Francie, chamtivost, autonehoda, trénink, závist, korporace, legenda, iluze, období 1950-1960, těžký úraz, závody, rychlá auta, automobilový průmysl;;;James Mangold;Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe, Tracy Letts, Josh Lucas, Noah Jupe, Remo Girone, Ray McKinnon, JJ Feild;;https://www.hbomax.com/cz/en/movies/ford-v-ferrari/8a0b4fbd-8dbf-406d-8839-a15966a23116<br>https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-b0e9e97b-402a-452d-979e-95714b91e480<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/ford-v-ferrari/umc.cmc.6f6qe9muhuw7g21639iajetn1<br>https://sledovanitv.cz/epg/event/hbo_comedy:20260222ccb6821e3b665dcc145ac0d66639309c<br>/novinky/7597-zavodni-drama-s-bradem-pittem-kupuje-apple/<br>/novinky/7597-zavodni-drama-s-bradem-pittem-kupuje-apple/<br>/novinky/7597-zavodni-drama-s-bradem-pittem-kupuje-apple/<br>https://www.hbomax.com/cz/en/movies/ford-v-ferrari/8a0b4fbd-8dbf-406d-8839-a15966a23116<br>https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-b0e9e97b-402a-452d-979e-95714b91e480<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/ford-v-ferrari/umc.cmc.6f6qe9muhuw7g21639iajetn1<br>https://sledovanitv.cz/epg/event/hbo_comedy:20260222ccb6821e3b665dcc145ac0d66639309c<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (2x)<br>British Academy of Film and Television Arts (BAFTA) (2x)<br>AACTA International Awards (1x)<br>Golden Globes (1x)<br>Critics Choice Awards (5x)<br>;Academy Awards (2x)<br>British Academy of Film and Television Arts (BAFTA) (1x)<br>;;;;;
8641;Indiana Jones a Poslední křížová výprava;m;1989;89,71250325;127;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/167/669/167669326_msunqb.png;https://www.csfd.cz/film/8641-indiana-jones-a-posledni-krizova-vyprava/;USA;Dobrodružný / Akční / Drama / Fantasy;Indiana Jones a poslední křižácké tažení(neoficiální název);"Rok 1938, Priceton/Venice the Holy Land. Indiana Jones si už potřetí nasazuje svůj pomačkaný klobouk, jenomže tentokrát se k němu v tomto napínavém filmu přidává i jeho tatínek (Sean Connery). Tvůrci filmu se postarali o to, aby duo otec - syn netrpělo nedostatkem dobrodružných situací. Oba Jonesové se vydávají hledat tajuplný ""Svatý grál"". Jen o vlásek se jim daří v nebezpečných honičkách unikat před záludnými nepřáteli. Toto skvělé třetí pokračování je víc než pouhým vyvrcholením Indyho pozoruhodných příběhů. Je to největší dobrodružství filmové historie.";24.05.1989 Paramount Pictures;láska, žena, smrt, děti, útěk, náboženství, víra, lodě, nacisté, koně, vlak, letadla, poušť, motorky, požár, hrad, sekta, past, rituál, archeologie, Berlín, Wilhelm scream, deník, tank, artefakt, lovci pokladů, Benátky, vzducholoď;;;Steven Spielberg;Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Alex Hyde-White;;https://www.skyshowtime.com/cz/stream/movies/indiana-jones-a-posledni-krizova-vyprava/2fe9e93e-9586-31c3-9a8b-47ee198bb596<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/indiana-jones-and-the-last-crusade/umc.cmc.38jpsigo8blaihrqu8h445cld<br>https://www.youtube.com/watch?v=N3q_PubAERk<br>https://www.skyshowtime.com/cz/stream/movies/indiana-jones-a-posledni-krizova-vyprava/2fe9e93e-9586-31c3-9a8b-47ee198bb596<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/indiana-jones-and-the-last-crusade/umc.cmc.38jpsigo8blaihrqu8h445cld<br>https://www.youtube.com/watch?v=N3q_PubAERk<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (2x)<br>British Academy of Film and Television Arts (BAFTA) (3x)<br>Golden Globes (1x)<br>The Saturn Awards (4x)<br>;Academy Awards (1x)<br>The Saturn Awards (1x)<br>;;;;;
